Account: Boston University
User: Sarah Healey
Generated On: 02/12/2026
For Time Period: January 1  2022 - December 31  2022
Filters: 
Streams: All
Groups: All
Ordered Route: All


"Serial","Description","Capacity","Stream Type","Reason","Fullness Level at Collection","Collection Time","Note"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart Max","Waste","Not Ready","0%","05/28/2022 06:43","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Fullness","60%","05/28/2022 06:44","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Not Ready","40%","05/28/2022 06:50","-"
"1526380","675 Comm Ave","Smart Max","Waste","Alert"," Alert - Unknown Fullness","05/28/2022 06:50","-"
"1526385","685 Comm Ave","Smart Max","Waste","Not Ready","20%","05/28/2022 06:51","-"
"1526462","745 Comm Ave","Smart Max","Waste","Not Ready","20%","05/28/2022 06:59","-"
"1526395","755 Comm Ave","Smart Max","Waste","Not Ready","0%","05/28/2022 07:01","-"
"1526465","771 Comm Ave","Smart Max","Waste","Not Ready","20%","05/28/2022 07:03","-"
"1526864","775 Commonwealth Ave @ University Road","Smart Max","Waste","Not Ready","20%","05/28/2022 07:18","-"
"1526474","BU boathouse 619 Memorial Drive","Smart Max","Waste","Not Ready","0%","05/28/2022 07:20","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Not Ready","20%","05/28/2022 07:27","-"
"1526505","Agganis Arena Garage Entrance - 925 Comm Ave (Outside)","Smart Max","Waste","Not Ready","0%","05/28/2022 07:29","-"
"1526503","915 Comm Ave Behind Bldg Agganis Arena","Smart Max","Waste","Not Ready","20%","05/28/2022 07:29","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Not Ready","0%","05/28/2022 07:31","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","05/28/2022 07:35","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","05/28/2022 07:36","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","05/28/2022 07:36","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","20%","05/28/2022 07:37","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","05/28/2022 07:37","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Not Ready","20%","05/28/2022 07:40","-"
"1526469","33 Agganis Way","Smart Max","Waste","Not Ready","20%","05/28/2022 07:46","-"
"1526471","285 Babcock St Rear Field","Smart Max","Waste","Not Ready","20%","05/28/2022 07:53","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Not Ready","20%","05/28/2022 07:59","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Not Ready","20%","05/28/2022 08:01","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Not Ready","20%","05/28/2022 08:03","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Not Ready","40%","05/28/2022 08:05","-"
"1526396","Alcorn Street @ 161 Ashford St - New Balance Field Vehicle Garage Entrance","Smart Max","Waste","Not Ready","20%","05/28/2022 08:07","-"
"1526482","120 Ashford St","Smart Max","Waste","Not Ready","20%","05/28/2022 08:08","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart","Single Stream","Not Ready","40%","05/28/2022 08:48","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Not Ready","20%","05/28/2022 08:48","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart Max","Waste","Not Ready","0%","05/28/2022 08:58","-"
"1526394","140  Bay State Rd","Smart","Single Stream","Not Ready","20%","05/28/2022 09:26","-"
"1526510","Agganis Arena Garage P1 East","Smart Max","Waste","Not Ready","0%","05/28/2022 10:12","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart","Single Stream","Not Ready","20%","05/28/2022 10:26","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","05/28/2022 10:26","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart","Single Stream","Fullness","80%","05/28/2022 10:26","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","05/28/2022 10:26","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart","Single Stream","Not Ready","20%","05/28/2022 10:32","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","05/28/2022 10:32","-"
"1526518","Agganis Arena Garage P1 West (North end)","Smart Max","Waste","Not Ready","0%","05/28/2022 10:33","-"
"1526513","Agganis Arena Garage P1 West","Smart Max","Waste","Not Ready","0%","05/28/2022 10:34","-"
"1526520","Agganis Arena Garage P2 West (Weak/No Signal-Frequent SNC)","Smart Max","Waste","Not Ready","0%","05/28/2022 10:59","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","20%","05/28/2022 11:06","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart","Single Stream","Not Ready","20%","05/28/2022 11:06","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart","Single Stream","Not Ready","60%","05/28/2022 11:11","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart Max","Waste","Not Ready","0%","05/28/2022 11:11","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart","Single Stream","Not Ready","0%","05/28/2022 11:19","-"
"1526384","815 Albany St.","Smart","Single Stream","Not Ready","60%","05/28/2022 11:36","-"
"1526384","815 Albany St.","Smart Max","Waste","Not Ready","40%","05/28/2022 11:36","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Fullness","80%","05/28/2022 11:45","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart","Single Stream","Not Ready","40%","05/28/2022 11:45","-"
"1526462","745 Comm Ave","Smart","Single Stream","Not Ready","20%","05/28/2022 11:48","-"
"1526455","925 Comm Ave Aggnis Arena","Smart","Single Stream","Not Ready","20%","05/28/2022 12:22","-"
"1526505","Agganis Arena Garage Entrance - 925 Comm Ave (Outside)","Smart","Single Stream","Not Ready","0%","05/28/2022 12:44","-"
"1526512","700 Comm Ave Garage - 2B","Smart","Single Stream","Not Ready","20%","05/28/2022 12:54","-"
"1526512","700 Comm Ave Garage - 2B","Smart Max","Waste","Not Ready","20%","05/28/2022 12:54","-"
"1526503","915 Comm Ave Behind Bldg Agganis Arena","Smart","Single Stream","Not Ready","60%","05/28/2022 13:00","-"
"1526506","700 Comm Ave Garage - 3C","Smart","Single Stream","Fullness","100%","05/28/2022 13:00","-"
"1526506","700 Comm Ave Garage - 3C","Smart Max","Waste","Not Ready","20%","05/28/2022 13:00","-"
"1526517","700 Comm Ave Garage - 3B","Smart Max","Waste","Fullness","60%","05/28/2022 13:06","-"
"1526457","700 Comm Ave Garage - 3A","Smart Max","Waste","Not Ready","0%","05/28/2022 13:10","-"
"1526457","700 Comm Ave Garage - 3A","Smart","Single Stream","Fullness","80%","05/28/2022 13:10","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Not Ready","0%","05/28/2022 14:07","-"
"1526511","595 Comm Ave Garage P1 East","Smart Max","Waste","Not Ready","0%","05/28/2022 14:17","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart","Single Stream","Not Ready","60%","05/28/2022 14:20","-"
"1526475","277 Babcock St @ City Convenience","Smart","Single Stream","Not Ready","40%","05/28/2022 14:24","-"
"1526481","285 Babcock St Case Center","Smart","Single Stream","Not Ready","0%","05/28/2022 14:33","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Not Ready","0%","05/28/2022 14:33","-"
"1526509","595 Comm Ave Garage P1 West","Smart Max","Waste","Not Ready","40%","05/28/2022 14:35","-"
"1526471","285 Babcock St Rear Field","Smart","Single Stream","Fullness","100%","05/28/2022 14:39","-"
"1526471","285 Babcock St Rear Field","Smart Max","Waste","Not Ready","0%","05/28/2022 14:39","-"
"1526508","595 Comm Ave Garage P2 East","Smart Max","Waste","Not Ready","40%","05/28/2022 14:43","-"
"1526516","595 Comm Ave Garage P2 West","Smart Max","Waste","Not Ready","40%","05/28/2022 14:47","-"
"1526482","120 Ashford St","Smart Max","Waste","Not Ready","0%","05/28/2022 14:49","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Not Ready","0%","05/28/2022 14:55","-"
"1526519","595 Comm Ave Garage P3 East","Smart Max","Waste","Not Ready","0%","05/28/2022 14:55","-"
"1526515","595 Comm Ave Garage P3 West","Smart Max","Waste","Not Ready","20%","05/28/2022 15:01","-"
"1513540","820 Comm Ave. Right side of Bldg","Smart Max","Waste","Not Ready","40%","05/28/2022 15:33","-"
"1513540","820 Comm Ave. Right side of Bldg","Smart","Single Stream","Not Ready","0%","05/28/2022 15:33","-"
"1513538","820 Comm Ave  Booth Theatre - Front Entrance","Smart","Single Stream","Not Ready","20%","05/28/2022 15:42","-"
"1513538","820 Comm Ave  Booth Theatre - Front Entrance","Smart Max","Waste","Not Ready","0%","05/28/2022 15:42","-"
"1513541","820 Comm Ave College of Art Entrance (recy 9521078)","Smart","Single Stream","Not Ready","20%","05/28/2022 15:58","-"
"1513541","820 Comm Ave College of Art Entrance (recy 9521078)","Smart Max","Waste","Not Ready","20%","05/28/2022 15:58","-"
"1513539","275 Babcock – main entrance","Smart Max","Waste","Not Ready","40%","05/28/2022 16:11","-"
"1513539","275 Babcock – main entrance","Smart","Single Stream","Not Ready","20%","05/28/2022 16:11","-"
"1526401","549 Comm Ave @ Deerfield","Smart","Single Stream","Not Ready","60%","05/28/2022 16:18","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Not Ready","20%","05/28/2022 16:18","-"
"1526474","BU boathouse 619 Memorial Drive","Smart","Single Stream","Not Ready","0%","05/28/2022 16:34","-"
"1526474","BU boathouse 619 Memorial Drive","Smart Max","Waste","Not Ready","0%","05/28/2022 16:34","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart","Single Stream","Not Ready","20%","05/28/2022 17:04","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Not Ready","0%","05/28/2022 17:09","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart","Single Stream","Not Ready","20%","05/28/2022 23:20","-"
"1526393","565 Comm Ave","Smart Max","Waste","Not Ready","0%","05/29/2022 06:22","-"
"1526383","700 Comm Ave Subway","Smart Max","Waste","Fullness","60%","05/29/2022 06:33","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Fullness","60%","05/29/2022 06:41","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","05/29/2022 07:17","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","05/29/2022 07:17","-"
"1526389","700 Comm Ave Citizens Bank","Smart Max","Waste","Not Ready","20%","05/29/2022 09:03","-"
"1526461","745 Comm Ave (Behind Building)","Smart","Single Stream","Not Ready","60%","05/29/2022 09:16","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","05/29/2022 16:16","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","0%","05/29/2022 16:22","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Not Ready","40%","05/29/2022 21:58","-"
"1526454","728 Comm Ave","Smart Max","Waste","Not Ready","20%","05/30/2022 06:40","-"
"1526463","718 Comm Ave","Smart Max","Waste","Not Ready","40%","05/30/2022 06:42","-"
"1526483","34 Buswell St","Smart Max","Waste","Fullness","60%","05/30/2022 07:37","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Not Ready","20%","05/30/2022 10:36","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Not Ready","0%","05/30/2022 10:36","-"
"1526505","Agganis Arena Garage Entrance - 925 Comm Ave (Outside)","Smart Max","Waste","Not Ready","0%","05/30/2022 10:37","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","40%","05/30/2022 10:57","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","05/30/2022 10:57","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","40%","05/31/2022 07:42","-"
"1526458","44 Cummington Mall","Smart Max","Waste","Not Ready","20%","05/31/2022 10:05","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Not Ready","0%","05/31/2022 10:10","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","05/31/2022 11:09","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","05/31/2022 14:01","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","05/31/2022 15:14","-"
"1526464","509 Park Dr @ Buswell","Smart","Single Stream","Fullness","80%","05/31/2022 20:35","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart","Single Stream","Not Ready","60%","06/01/2022 04:19","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart","Single Stream","Not Ready","60%","06/01/2022 04:23","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart","Single Stream","Not Ready","40%","06/01/2022 04:31","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart","Single Stream","Not Ready","40%","06/01/2022 04:36","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart","Single Stream","Fullness","80%","06/01/2022 04:46","-"
"1526481","285 Babcock St Case Center","Smart","Single Stream","Not Ready","20%","06/01/2022 05:29","-"
"1526501","275 Babcock St - Sleeper Hall","Smart","Single Stream","Fullness","100%","06/01/2022 05:30","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart","Single Stream","Not Ready","60%","06/01/2022 05:34","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","20%","06/01/2022 05:36","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","06/01/2022 05:36","-"
"1526475","277 Babcock St @ City Convenience","Smart","Single Stream","Not Ready","40%","06/01/2022 05:39","-"
"1526454","728 Comm Ave","Smart","Single Stream","Fullness","100%","06/01/2022 05:45","-"
"1526458","44 Cummington Mall","Smart","Single Stream","Not Ready","60%","06/01/2022 05:52","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart","Single Stream","Fullness","100%","06/01/2022 06:54","-"
"1526395","755 Comm Ave","Smart","Single Stream","Not Ready","40%","06/01/2022 06:58","-"
"1526465","771 Comm Ave","Smart","Single Stream","Not Ready","40%","06/01/2022 06:59","-"
"1526477","100 Bay State Rd @ Bay State Road Entrance","Smart Max","Waste","Fullness","60%","06/01/2022 07:16","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart","Single Stream","Not Ready","40%","06/01/2022 07:23","-"
"1517448","610 Beacon St","Smart Max","Waste","Fullness","100%","06/01/2022 07:26","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart","Single Stream","Not Ready","60%","06/01/2022 07:35","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","0%","06/01/2022 07:40","-"
"1526502","514 Park Dr","Smart Max","Waste","Fullness","60%","06/01/2022 07:41","-"
"1526479","580 Comm Ave Street","Smart Max","Waste","Fullness","60%","06/01/2022 07:49","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","20%","06/01/2022 07:53","-"
"1526388","590 Comm Ave. Courtyard","Smart Max","Waste","Fullness","60%","06/01/2022 07:53","-"
"1526400","111 Cummington Mall","Smart Max","Waste","Not Ready","20%","06/01/2022 08:03","-"
"1517448","610 Beacon St","Smart","Single Stream","Fullness","100%","06/01/2022 08:11","-"
"1526397","575 Comm Ave","Smart","Single Stream","Not Ready","40%","06/01/2022 08:16","-"
"1526391","595 Comm ave Right Entrance","Smart","Single Stream","Fullness","80%","06/01/2022 08:18","-"
"1526480","595 Comm Ave Entrance Left Side","Smart","Single Stream","Not Ready","60%","06/01/2022 08:18","-"
"1526392","617 Comm Ave","Smart","Single Stream","Not Ready","20%","06/01/2022 08:20","-"
"1526380","675 Comm Ave","Smart","Single Stream","Fullness","80%","06/01/2022 08:24","-"
"1526472","1 University Rd @ Comm Ave","Smart","Single Stream","Not Ready","40%","06/01/2022 08:30","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","06/01/2022 09:38","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","06/01/2022 14:32","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart","Single Stream","Not Ready","20%","06/02/2022 03:59","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart","Single Stream","Not Ready","0%","06/02/2022 04:06","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart","Single Stream","Not Ready","20%","06/02/2022 04:13","-"
"1526489","590 Comm Ave Front Entrance TOTALLED","Smart","Single Stream","Not Ready","40%","06/02/2022 05:01","-"
"1526478","595 Comm Ave @ Silber Way","Smart","Single Stream","Fullness","80%","06/02/2022 05:15","-"
"1526469","33 Agganis Way","Smart","Single Stream","Fullness","80%","06/02/2022 05:45","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Fullness","80%","06/02/2022 05:52","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","06/02/2022 05:52","-"
"1526481","285 Babcock St Case Center","Smart","Single Stream","Not Ready","20%","06/02/2022 06:07","-"
"1526482","120 Ashford St","Smart","Single Stream","Not Ready","20%","06/02/2022 06:08","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","0%","06/02/2022 07:36","-"
"1526389","700 Comm Ave Citizens Bank","Smart","Single Stream","Fullness","80%","06/02/2022 07:37","-"
"1526379","700 Comm Ave Starbucks","Smart","Single Stream","Fullness","80%","06/02/2022 07:38","-"
"1526459","610 Comm Ave","Smart","Single Stream","Fullness","80%","06/02/2022 07:39","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart","Single Stream","Not Ready","20%","06/02/2022 08:00","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart","Single Stream","Fullness","80%","06/02/2022 08:02","-"
"1526401","549 Comm Ave @ Deerfield","Smart","Single Stream","Fullness","80%","06/02/2022 08:25","-"
"1526397","575 Comm Ave","Smart","Single Stream","Not Ready","20%","06/02/2022 08:26","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart Max","Waste","Not Ready","0%","06/02/2022 10:51","-"
"1526394","140  Bay State Rd","Smart Max","Waste","Not Ready","0%","06/02/2022 14:02","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Fullness","80%","06/03/2022 03:58","-"
"1526401","549 Comm Ave @ Deerfield","Smart","Single Stream","Not Ready","0%","06/03/2022 04:59","-"
"1526478","595 Comm Ave @ Silber Way","Smart","Single Stream","Not Ready","0%","06/03/2022 05:00","-"
"1526469","33 Agganis Way","Smart","Single Stream","Not Ready","20%","06/03/2022 05:20","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","06/03/2022 06:13","-"
"1526387","775 Comm Ave @ Front Entrance","Smart","Single Stream","Fullness","80%","06/03/2022 06:18","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart","Single Stream","Not Ready","20%","06/03/2022 06:26","-"
"1526382","100 Bay State Rd @ Deerfield St Entrance","Smart","Single Stream","Not Ready","20%","06/03/2022 07:04","-"
"1526401","549 Comm Ave @ Deerfield","Smart Max","Waste","Fullness","60%","06/03/2022 07:19","-"
"1526383","700 Comm Ave Subway","Smart","Single Stream","Fullness","80%","06/03/2022 07:38","-"
"1526389","700 Comm Ave Citizens Bank","Smart","Single Stream","Not Ready","20%","06/03/2022 07:39","-"
"1526379","700 Comm Ave Starbucks","Smart","Single Stream","Not Ready","0%","06/03/2022 07:40","-"
"1526459","610 Comm Ave","Smart","Single Stream","Not Ready","20%","06/03/2022 07:41","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart Max","Waste","Not Ready","20%","06/03/2022 07:47","-"
"1526458","44 Cummington Mall","Smart","Single Stream","Not Ready","20%","06/03/2022 07:55","-"
"1526400","111 Cummington Mall","Smart","Single Stream","Not Ready","40%","06/03/2022 07:56","-"
"1526379","700 Comm Ave Starbucks","Smart Max","Waste","Fullness","60%","06/03/2022 08:02","-"
"1526459","610 Comm Ave","Smart Max","Waste","Fullness","80%","06/03/2022 08:05","-"
"1526400","111 Cummington Mall","Smart Max","Waste","Not Ready","0%","06/03/2022 08:13","-"
"1526483","34 Buswell St","Smart","Single Stream","Fullness","100%","06/03/2022 08:21","-"
"1526509","595 Comm Ave Garage P1 West","Smart Max","Waste","Fullness","80%","06/03/2022 13:59","-"
"1526516","595 Comm Ave Garage P2 West","Smart Max","Waste","Fullness","60%","06/03/2022 14:03","-"
"1526508","595 Comm Ave Garage P2 East","Smart Max","Waste","Fullness","80%","06/03/2022 14:05","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart Max","Waste","Not Ready","0%","06/03/2022 14:44","-"
"1526470","35 Pilgrim Rd","Smart","Single Stream","Not Ready","20%","06/03/2022 16:08","-"
"1526470","35 Pilgrim Rd","Smart Max","Waste","Not Ready","0%","06/03/2022 16:08","-"
"1526467","Campus Center","Smart","Single Stream","Not Ready","20%","06/03/2022 16:27","-"
"1526467","Campus Center","Smart Max","Waste","Not Ready","0%","06/03/2022 16:27","-"
"1526490","180 Riverway","Smart","Single Stream","Not Ready","40%","06/03/2022 17:17","-"
"1526490","180 Riverway","Smart Max","Waste","Not Ready","0%","06/03/2022 17:17","-"
"1526392","617 Comm Ave","Smart Max","Waste","Fullness","60%","06/04/2022 06:39","-"
"1526388","590 Comm Ave. Courtyard","Smart Max","Waste","Not Ready","0%","06/04/2022 06:49","-"
"1526489","590 Comm Ave Front Entrance TOTALLED","Smart Max","Waste","Not Ready","20%","06/04/2022 06:50","-"
"1526483","34 Buswell St","Smart Max","Waste","Not Ready","40%","06/04/2022 06:59","-"
"1526484","266 Bay State Rd-courtyard Behind 725 Comm","Smart Max","Waste","Not Ready","20%","06/04/2022 07:10","-"
"1526464","509 Park Dr @ Buswell","Smart Max","Waste","Fullness","60%","06/04/2022 07:11","-"
"1526473","233 Bay State Rd - Rear Left of Building","Smart Max","Waste","Not Ready","20%","06/04/2022 07:16","-"
"1526502","514 Park Dr","Smart Max","Waste","Not Ready","0%","06/04/2022 07:17","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart Max","Waste","Fullness","60%","06/04/2022 07:18","-"
"1526485","264 Bay State Rd","Smart Max","Waste","Not Ready","20%","06/04/2022 07:19","-"
"1526461","745 Comm Ave (Behind Building)","Smart Max","Waste","Not Ready","20%","06/04/2022 07:24","-"
"1526488","765 Comm Ave - Behind Law School Auditorium (Access from BSR)","Smart Max","Waste","Not Ready","0%","06/04/2022 07:26","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Not Ready","40%","06/04/2022 07:28","-"
"1526380","675 Comm Ave","Smart Max","Waste","Alert"," Alert - Unknown Fullness","06/04/2022 07:30","-"
"1526385","685 Comm Ave","Smart Max","Waste","Not Ready","20%","06/04/2022 07:32","-"
"1526381","725 Comm Ave w/ recy 9521068","Smart Max","Waste","Not Ready","40%","06/04/2022 07:34","-"
"1526462","745 Comm Ave","Smart Max","Waste","Not Ready","20%","06/04/2022 07:37","-"
"1526395","755 Comm Ave","Smart Max","Waste","Not Ready","20%","06/04/2022 07:39","-"
"1526387","775 Comm Ave @ Front Entrance","Smart Max","Waste","Not Ready","20%","06/04/2022 07:44","-"
"1526864","775 Commonwealth Ave @ University Road","Smart Max","Waste","Not Ready","20%","06/04/2022 07:46","-"
"1526465","771 Comm Ave","Smart Max","Waste","Not Ready","20%","06/04/2022 07:49","-"
"1526474","BU boathouse 619 Memorial Drive","Smart Max","Waste","Not Ready","20%","06/04/2022 07:50","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Not Ready","40%","06/04/2022 07:56","-"
"1526505","Agganis Arena Garage Entrance - 925 Comm Ave (Outside)","Smart Max","Waste","Not Ready","20%","06/04/2022 07:58","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Not Ready","20%","06/04/2022 08:00","-"
"1526469","33 Agganis Way","Smart Max","Waste","Not Ready","40%","06/04/2022 08:06","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","06/04/2022 12:40","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","06/04/2022 12:40","-"
"1526454","728 Comm Ave","Smart Max","Waste","Fullness","60%","06/05/2022 06:33","-"
"1526378","700 Albany St City Convenience","Smart Max","Waste","Not Ready","0%","06/05/2022 07:15","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","06/05/2022 07:15","-"
"1526500","226 Bay State Rd","Smart Max","Waste","Not Ready","0%","06/05/2022 07:27","-"
"1526503","915 Comm Ave Behind Bldg Agganis Arena","Smart Max","Waste","Not Ready","0%","06/05/2022 07:32","-"
"1526455","925 Comm Ave Aggnis Arena","Smart Max","Waste","Not Ready","20%","06/05/2022 07:33","-"
"1526505","Agganis Arena Garage Entrance - 925 Comm Ave (Outside)","Smart Max","Waste","Not Ready","0%","06/05/2022 07:34","-"
"1526504","10 Buick St Access From 915 Comm Ave w/ recy 9521123","Smart Max","Waste","Not Ready","20%","06/05/2022 07:37","-"
"1526486","925 Comm Ave - Aggnis Arena Left Entrance @ Harry aggnis Way","Smart Max","Waste","Not Ready","0%","06/05/2022 07:43","-"
"1526466","32 Harry Agganis Way Behind Police At Gate 1","Smart Max","Waste","Not Ready","0%","06/05/2022 07:45","-"
"1526501","275 Babcock St - Sleeper Hall","Smart Max","Waste","Not Ready","20%","06/05/2022 07:50","-"
"1526475","277 Babcock St @ City Convenience","Smart Max","Waste","Not Ready","0%","06/05/2022 07:51","-"
"1526468","Babcock St & Ashford St - Pedestrian Garage Entrance","Smart Max","Waste","Not Ready","40%","06/05/2022 07:53","-"
"1526481","285 Babcock St Case Center","Smart Max","Waste","Not Ready","20%","06/05/2022 07:55","-"
"1526399","Boston Medical Center Campus Park - Behind 715 Albany St @ E Concord St","Smart","Single Stream","Not Ready","20%","06/06/2022 03:56","-"
"1526390","72 E Concord St Rear Entrance in Courtyard","Smart","Single Stream","Not Ready","40%","06/06/2022 04:00","-"
"1526378","700 Albany St City Convenience","Smart","Single Stream","Not Ready","60%","06/06/2022 04:06","-"
"1526398","East Concord St & Boston Medical Center Pl - On Pathway","Smart","Single Stream","Not Ready","60%","06/06/2022 04:07","-"
"1529882","635 Albany St - Front Entrance - Dental School","Smart","Single Stream","Not Ready","60%","06/06/2022 04:16","-"
"1529881","100 East Newton St Front Entrance - Dental School","Smart","Single Stream","Not Ready","60%","06/06/2022 04:17","-"
"1517448","610 Beacon St","Smart","Single Stream","Fullness","100%","06/06/2022 04:41","-"
"1526401","549 Comm Ave @ Deerfield","Smart","Single Stream","Not Ready","20%","06/06/2022 04:50","-"
"1526487","270 Bay State Rd behind Marsh Chapel 735 Comm ave w/ recy 9521128","Smart","Single Stream","Not Ready","60%","06/06/2022 05:02","-"
